awarding_office,fain,award_num,recipient_name,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause
"NIH","R21HD116080","1R21HD116080-01","BRIGHAM AND WOMEN'S
HOSPITAL",21mar2025,495307,25060.9,25060.9,470246.1,"Confidentiality in use of health insurance coverage for
reproductive health services","N/A - Departmental
Authority","-"
"NIH","R21MD019089","1R21MD019089-01A1","TEMPLE UNIV OF THE COMMONWEALTH",21mar2025,250709,30694.58,30694.58,220014.42,"Advancing help-seeking and recovery measures for sexual and gender minority survivors of gender-based violence","N/A - Departmental Authority","-"
"NIH","R21MD019345","1R21MD019345-01A1","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR",21mar2025,216772,54116.53,54116.53,162655.47,"Ecological momentary assessment of daily minority stressors and cannabis and tobacco co-use among sexual minority
young adults","N/A - Departmental Authority","-"
"NIH","R21MD019829","1R21MD019829-01","UNIVERSITY OF SOUTHERN CALIFORNIA",21mar2025,269438,50607.99,50607.99,218830.01,"The Roles of Parental Mental Health and Help-Seeking:
Utilizing a Family Systems Approach to Upstream Suicide Prevention for Sexual Minority Youth","N/A - Departmental Authority","-"
"NIH","R21MH130302","1R21MH130302-01A1","OHIO STATE UNIVERSITY",21mar2025,450125,302025.44,302025.44,148099.56,"The Influence of Developmental Assets on Intersectional
Stigma and HIV Prevention Behaviors in Black MSM","N/A - Departmental
Authority","-"
"NIH","R21MH133755","1R21MH133755-01","Columbia University",12mar2025,483983,200479.83,200479.83,283503.17,"The TAIL-PrEP Study: Acceptability and Feasibility of a
Tailored Adherence Intervention for safe discontinuation of Long-acting PrEP","N/A - Departmental Authority","-"
"NIH","R21MH135130","1R21MH135130-01A1","LOUISIANA STATE UNIV A&M COL BATON ROUGE",21mar2025,233101,9150,9150,223951,"Cultural Consensus Modeling to Identify Culturally Relevant Risk and Protective Factors for Suicide among Sexual
Minority Youth","N/A - Departmental Authority","-"
"NIH","R21MH135234","1R21MH135234-01A1","UNIVERSITY OF CALIFORNIA SANTA BARBARA",21mar2025,416299,26628.99,26628.99,389670.01,"Design of a Lay Health Worker Training Intervention to
Promote Mental Health Care Access for Racially Diverse Transgender Youth","N/A - Departmental Authority","-"
"NIH","R21MH135779","1R21MH135779-01A1","UNIVERSITY OF COLORADO DENVER",21mar2025,211326,20077.56,20077.56,191248.44,"Formative work for the development of an intervention to support combined HIV/syphilis self-testing and linkage to prevention and treatment services for transgender women
in South Africa","N/A - Departmental Authority","-"
"NIH","R21MH136855","1R21MH136855-01","HARVARD PILGRIM HEALTH CARE, INC.",21mar2025,277552,57424.12,57424.12,220127.88,"Over-the-Counter PrEP: Acceptability Feasibility and
Potential Impact of Access without a Prescription (OFFSCRIPT)","N/A - Departmental Authority","-"
"NIH","R21MH136915","1R21MH136915-01A1","NEW YORK BLOOD CENTER",21mar2025,308371,142548.64,142548.64,165822.36,"Impact of geographic mobility on PrEP and HIV care outcomes among Latino gay, bisexual and other men who
have sex with men","N/A - Departmental Authority","-"
"NIH","R24DA061190","1R24DA061190-01","UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA",12mar2025,503095,154750.1,154750.1,348344.9,"PRIDE-CARES Center: Patient-Responsive Initiatives for Diverse Engagement - LGBTQ+ Community Action in
Research to Eliminate Substance Use Disorder","N/A - Departmental Authority","-"
"NIH","R24NS132283","1R24NS132283-01","NEUROVATIONS",21mar2025,7732800,3426978.38,3426978.38,4305821.62,"PURPOSE: Positively Uniting Researchers of Pain to Opine
Synthesize and Engage","N/A - Departmental
Authority","-"
"NIH","R25ES036012","1R25ES036012-01A1","Columbia University",14mar2025,132347,0,0,132347,"Bronx Environmental Health Summer Training for Justice","N/A - Departmental
Authority","-"
"NIH","R25HD116367","1R25HD116367-01","UNIV OF NORTH CAROLINA
CHAPEL HILL",21mar2025,428270,18079.86,18079.86,410190.14,"Restoring equity to measuring and preventing perinatal
intimate partner violence (Remap-IPV)","N/A - Departmental
Authority","-"
"NIH","R34AA030662","1R34AA030662-01A1","UNIVERSITY OF COLORADO",21mar2025,653281,210020.63,210020.63,443260.37,"An Online Family-based Program to Prevent Alcohol Use and Dating and Sexual Violence among Sexual and Gender
Minority Youth","N/A - Departmental Authority","-"
"NIH","R34MH132405","1R34MH132405-01","PUBLIC HEALTH FOUNDATION ENTERPRISES",21mar2025,521875,299199.77,299199.77,222675.23,"MyPrEP Plus: Development and Pilot Testing of Novel Pre- Exposure Prophylaxis Support Tools for Transgender Women","N/A - Departmental Authority","-"
"NIH","R34MH133768","1R34MH133768-01A1","LURIE CHILDREN'S HOSPITAL OF CHICAGO",21mar2025,249765,70397,70397,179368,"Development and Preliminary Trial of a Digital
Transdiagnostic CBT Intervention for Transgender Adolescents","N/A - Departmental Authority","-"
"NIH","R34MH134603","1R34MH134603-01A1","UNIVERSITY OF ILLINOIS AT CHICAGO",21mar2025,270250,33887.75,33887.75,236362.25,"Feasibility acceptability and preliminary efficacy of an adapted group-based and online HIV prevention intervention for immigrant sexual minority men in the US","N/A - Departmental Authority","-"
"NIH","R34MH134912","1R34MH134912-01A1","CASE WESTERN RESERVE UNIVERSITY",21mar2025,279366,0,0,279366,"Youth Empowerment and Safety Intervention for Systems- involved Sexual and Gender Minority Youth at Risk of Suicide","N/A - Departmental Authority","-"
"NIH","R34MH136018","1R34MH136018-01A1","BOSTON COLLEGE",12mar2025,239551,0,0,239551,"Development of a School-Based Prevention Intervention to
Promote Adolescent Mental Health Equity","N/A - Departmental
Authority","-"
"NIH","R34MH137753","1R34MH137753-01","TEMPLE UNIV OF THE COMMONWEALTH",21mar2025,264871,106027.04,106027.04,158843.96,"Developing and pilot testing an eHealth decision support
tool for young trans women to improve informed decision making about PrEP","N/A - Departmental Authority","-"
"NIH","R35GM157032","1R35GM157032-01","BRIGHAM AND WOMEN'S
HOSPITAL",12mar2025,442444,149085.99,149085.99,293358,"Molecular Mechanisms of Hormone-Mediated Sex
Differences in Wound Healing","N/A - Departmental
Authority","-"
"NIH","R36DA058830","1R36DA058830-01A1","NEW SCHOOL UNIVERSITY",12mar2025,53501,12320.36,12320.36,41180.64,"Exploring Historical Trauma Racial Discrimination PTSD and
Substance Use Among Black Young Adults","N/A - Departmental
Authority","-"
"NIH","R36DA061635","1R36DA061635-01","Columbia University",14mar2025,51390,43802.08,43802.08,7587.92,"Dissecting the role of loneliness on substance use- and HIV- related outcomes among sexual minority men in the United States and Canada","N/A - Departmental Authority","-"
"NIH","R43MD019197","1R43MD019197-01","PRO-CHANGE BEHAVIOR
SYSTEMS, INC.",21mar2025,324381,236702.43,236702.43,87678.57000000001,"Bridges: A digital intervention to increase workplace
belonging","N/A - Departmental
Authority","-"
"NIH","R44HD106855","1R44HD106855-01A1","IRIS MEDIA, INC.",21mar2025,283526,150251.98,150251.98,133274.02,"Evidence-based Parent Training for Diverse Families (PTDF)","N/A - Departmental
Authority","-"
"NIH","R56AG079510","1R56AG079510-01A1","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",21mar2025,3432146,1477035.96,1477035.96,1955110.04,"Asian Americans & Racism: Individual and Structural Experiences (ARISE)","N/A - Departmental Authority","-"
"NIH","R56AG087032","1R56AG087032-01","RAND CORPORATION",21mar2025,1040387,175272.74,175272.74,865114.26,"Social Connectedness Loneliness and Health Among Aging
Black Sexual Minority Men","N/A - Departmental
Authority","-"
"NIH","R56AI182347","1R56AI182347-01A1","Columbia University",14mar2025,837185,738775.67,738775.67,98409.33,"Doxy4STICare - Doxycycline for Sexually Transmitted Infections; A Comprehensive Assessment of Antimicrobial
Resistance and Engagement","N/A - Departmental Authority","-"
"NIH","R56CA284564","1R56CA284564-01","BETH ISRAEL DEACONESS
MEDICAL CENTER",12mar2025,299940,286927.92,286927.92,13012.08,"Gender-Affirming Testosterone Therapy on Breast Cancer
Risk and Treatment Outcomes","N/A - Departmental
Authority","-"
"NIH","R56HD113725","1R56HD113725-01A1","INNOVATION RESEARCH AND
TRAINING, INC.",21mar2025,263996,148997.3,148997.3,114998.7,"Examining reproductive and sexual health during the
transition to adulthood","N/A - Departmental
Authority","-"
"NIH","R61DA058985","1R61DA058985-01","Columbia University",14mar2025,418343,21642.98,21642.98,396700,"Structural Racism Neurocognition in Reward Related
Decision Making and Substance Use Risk","N/A - Departmental
Authority","-"
"NIH","R61HD117134","1R61HD117134-01","HARVARD PILGRIM HEALTH
CARE, INC.",12mar2025,838837,117448.86,117448.86,721388.14,"Supportive and restrictive factors and mental health in LGBT
adolescent and young adult populations","N/A - Departmental
Authority","-"
"NIH","R61MH133710","1R61MH133710-01A1","AUBURN UNIVERSITY AT AUBURN",21mar2025,978986,274440.27,274440.27,704545.73,"Targeting Minority Stressors to Improve Eating Disorder Symptoms in Sexual Minority Individuals with Eating
Disorders","N/A - Departmental Authority","-"
"NIH","RF1MH132348","1RF1MH132348-01","BROWN UNIVERSITY",28feb2025,2368492,1388545.25,1388545.25,979946.75,"Improving mental health among the LGBTQ+ community
impacted by the COVID-19 pandemic","N/A - Departmental
Authority","-"
"NIH","RF1MH132360","1RF1MH132360-01","Graduate School of Public Health and Health Policy",10mar2025,3296734,2442158.73,2442158.73,854575.27,"Brief digital intervention to increase COVID-19 vaccination among individuals with anxiety or depression","N/A - Departmental Authority","-"
"NIH","T32DA057926","1T32DA057926-01A1","UNIVERSITY OF PITTSBURGH AT PITTSBURGH",21mar2025,202337,58589.01,58589.01,143747.99,"Building an interprofessional and diverse workforce in substance use and pain","N/A - Departmental Authority","-"
"NIH","T32MD019780","1T32MD019780-01","UNIVERSITY OF ALABAMA AT
BIRMINGHAM",21mar2025,250060,22842.74,22842.74,227217.26,"ADVANCE SGM Health for Research Diversity","N/A - Departmental
Authority","-"
"NIH","T34GM149823","1T34GM149823-01A1","SPELMAN COLLEGE",21mar2025,90514,90514,90514,0,"U-RISE at Spelman College","N/A - Departmental
Authority","-"
"NIH","U01MD018310","1U01MD018310-01","UNIVERSITY OF MISSOURI
KANSAS CITY",21mar2025,1997263,1065333.81,1065333.81,931929.1899999999,"Faithful Response II: COVID-19 Rapid Test-to-Treat with
African American Churches","N/A - Departmental
Authority","-"
"NIH","U19AI171403","1U19AI171403-01","EMORY UNIVERSITY",24mar2025,51914880,34244377.26,34244377.26,17670502.74,"Antiviral Countermeasures Development Center (AC/DC)","N/A - Departmental
Authority","-"
"NIH","U19AI171413","1U19AI171413-01","UNIVERSITY OF TEXAS, MEDICAL BRANCH AT
GALVESTON",24mar2025,75012640,41509495.81,41509495.81,33503144.19,"UTMB-Novartis Alliance for Pandemic Preparedness","N/A - Departmental Authority","-"
"NIH","U24DK138889","1U24DK138889-01","VIRGINIA COMMONWEALTH
UNIVERSITY",21mar2025,521354,0,0,521354,"VCU National Coordinating Center for Advancing Gender
Inclusive Excellence","N/A - Departmental
Authority","-"
"NIH","UG3HD115253","1UG3HD115253-01","EASTERN MICHIGAN
UNIVERSITY",21mar2025,1410608,370876.78,370876.78,1039731.22,"Adaptable Community-Engaged Intervention for Violence
Prevention: Michigan Model","N/A - Departmental
Authority","-"
"NIH","R01HD094081","2R01HD094081-06A1","UNIVERSITY OF MINNESOTA",12mar2025,672168,423385.38,423385.38,248782.62,"A Longitudinal Examination of Mechanisms Underlying
Intersectional Health Disparities in the United States","N/A - Departmental
Authority","-"
"NIH","R13AG066389","2R13AG066389-06","UNIVERSITY OF SOUTH
CAROLINA AT COLUMBIA",21mar2025,74959,60089.04,60089.04,14869.96,"The ADAR Summit Meeting","N/A - Departmental
Authority","-"
"NIH","R25GM109435","2R25GM109435-10","UNIVERSITY OF GEORGIA",12mar2025,343158,0,0,343158,"PREP at University of Georgia","N/A - Departmental Authority","-"
"NIH","U54MD007582","2U54MD007582-39","FLORIDA AGRICULTURAL AND
MECHANICAL UNIV",21mar2025,3362171,427643.45,427643.45,2934527.55,"FAMU Center for Health Disparities Research","N/A - Departmental
Authority","-"
"NIH","U54MD007598","2U54MD007598-16","CHARLES R. DREW UNIVERSITY
OF MED & SCI",21mar2025,4351410,1395736.38,1395736.38,2955673.62,"Center for Accelerating Excellence in Translational Science
(AXIS)","N/A - Departmental
Authority","-"
"NIH","K01HL151902","3K01HL151902-04S1","BOSTON MEDICAL CENTER",21mar2025,696928,637455.1,637455.1,59472.9,"Assessing the burden of dementia in transgender
populations","N/A - Departmental
Authority","-"
"NIH","K01MH116737","3K01MH116737-06S1","FLORIDA STATE UNIVERSITY",21mar2025,898574,861017.1800000001,861017.1800000001,37556.82,"COVID-19 Administrative Supplement to K01: Adapting Pilot Testing a Behavioral Intervention to Incorporate Advances in HIV Prevention for Black Young MSM in Alabama","N/A - Departmental Authority","-"
"NIH","K01MH117142","3K01MH117142-05S1","UNIVERSITY OF PITTSBURGH AT
PITTSBURGH",21mar2025,878685,869947.6899999999,869947.6899999999,8737.309999999999,"Biological Mechanisms of Suicidal Behavior among Sexual
Minority Adolescents - Supplement","N/A - Departmental
Authority","-"
"NIH","K12AR084217","3K12AR084217-09S1","TUFTS UNIVERSITY BOSTON",21mar2025,2729507,1782703.55,1782703.55,946803.45,"Supporting the Tufts BIRCWH Program with an Additional
Scholar Position","N/A - Departmental
Authority","-"
"NIH","K12AR084219","3K12AR084219-26S1","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",21mar2025,3603974,3338187.92,3338187.92,265786.08,"UCSF-Kaiser Department of Research Building Interdisciplinary Research Careers in Women's Health
(BIRCWH) Program","N/A - Departmental Authority","-"
"NIH","K12AR084220","3K12AR084220-21S1","UNIVERSITY OF CALIFORNIA AT
DAVIS",21mar2025,3656085,3130973.5,3130973.5,525111.5,"Building Interdisciplinary Research Careers in Women's
Health at UC Davis","N/A - Departmental
Authority","-"
"NIH","OT2OD035980","3OT2OD035980-01S1","VANDERBILT UNIVERSITY MEDICAL CENTER",22mar2025,2826653,1994118.6,1994118.6,832534.4,"Engaging Diverse Stakeholders in Genomic/Precision
Medicine Research: The All of Us Research Program Engagement Core","N/A - Departmental Authority","-"
"NIH","P30AI117943","3P30AI117943-10S1","NORTHWESTERN UNIVERSITY
AT CHICAGO",12mar2025,19812684,18612684,18612684,752751.1800000001,"Partnering and Programming for a BIPOC SGM Pathway to
HIV Research","N/A - Departmental
Authority","-"
"NIH","P30CA016056","3P30CA016056-47S1","ROSWELL PARK CANCER
INSTITUTE CORP",21mar2025,5500829.63,3407087.94,3407087.94,2093741.69,"Two-Spirit Films in Indigenous Cancer Health","N/A - Departmental
Authority","-"
"NIH","R01AA029076","3R01AA029076-04S1","NORTHWESTERN UNIVERSITY AT CHICAGO",21mar2025,2872007,2390563.89,2390563.89,481443.11,"Improving Measurement of Alcohol Use and Other Disparities by Sex, Sexual Orientation, and Gender Identity through Community Engagement","N/A - Departmental Authority","-"
"NIH","R01AG075734","3R01AG075734-03S1","UNIVERSITY OF MINNESOTA",21mar2025,2281240,1776632.76,1776632.76,504607.24,"Training the Long-Term Services and Supports Dementia Care Workforce in Provision of Care to Sexual and Gender
Minority Residents","N/A - Departmental Authority","-"
"NIH","R01AI169636","3R01AI169636-03S1","ALBERT EINSTEIN COLLEGE OF MEDICINE",21mar2025,2722149,2008488.42,2008488.42,713660.58,"ED2PrEP - patient focused low-burden strategies for PrEP
uptake among emergency departments patients: a cross- over hybrid implementation-effectiveness trial","N/A - Departmental Authority","-"
"NIH","R01AR065493","3R01AR065493-07S2","TULANE UNIVERSITY, SCHOOL
OF MEDICINE",24mar2025,4215616,3936457.76,3936457.76,279158.24,"Psychosocial Factors and Lupus Disease Progression Among
African American Women","N/A - Departmental
Authority","-"
"NIH","R01DK122564","3R01DK122564-05S1","Columbia University",12mar2025,1553286,1394867.12,1394867.12,158418.88,"Skeletal Health in Youth with Type 1 Diabetes and Gender
Diversity","N/A - Departmental
Authority","-"
